"pa","bclim11","bclim12","bclim14","bclim15","bclim18","bclim2","bclim3","bclim4","bclim6","bclim7","bclim8","bclim9"
1,8.02466678619385,120,1,61.9007720947266,11,17.75,47.5005340576172,715.713806152344,-0.688000023365021,37.3680000305176,9.4660005569458,22.8746662139893
1,7.14933347702026,581,3,80.3648986816406,47,15.1116666793823,48.0528678894043,621.606140136719,0.332000017166138,31.4479999542236,7.78533315658569,18.9799995422363
1,8.03999996185303,401,1,86.0010833740234,14,18.6613330841064,51.363353729248,658.171569824219,0.128000006079674,36.3320007324219,8.94066619873047,23.5493335723877
0,3.09066677093506,162,5,35.104118347168,44,18.6509990692139,44.436767578125,852.495788574219,-6.02400016784668,41.9720001220703,4.7039999961853,16.4146671295166
0,12.2919998168945,425,1,98.8936767578125,9,11.7213335037231,55.4672203063965,350.295104980469,6.8600001335144,21.1319999694824,12.2919998168945,19.6399993896484
0,-4.69399976730347,587,13,63.4401016235352,63,13.2563333511353,42.6687698364258,656.291381835938,-11.2039995193481,31.068000793457,-4.69399976730347,10.0419998168945
1,7.57266664505005,351,3,84.2238311767578,21,15.9519996643066,46.1040458679199,699.608581542969,0.11600000411272,34.5999984741211,7.57266664505005,24.3020000457764
1,6.19333362579346,273,6,46.5457534790039,82,15.7173328399658,42.7892112731934,806.640686035156,-1.25999999046326,36.7319984436035,25.4946670532227,18.5606670379639
0,9.86733341217041,89,2,55.6028366088867,15,15.3819999694824,39.0961799621582,881.212036132812,2.03200006484985,39.3439979553223,11.941333770752,24.0553340911865
0,-0.811333239078522,273,12,34.5871810913086,83,16.7040004730225,42.6993865966797,815.271362304688,-8.80399990081787,39.1199989318848,18.5786666870117,12.0353336334229
0,11.3613328933716,285,4,58.8575439453125,97,15.4790000915527,45.0232696533203,736.2529296875,3.58400011062622,34.3800010681152,28.8773326873779,22.8979988098145
0,4.2926664352417,557,14,48.4474182128906,181,16.0776672363281,46.6722793579102,702.434326171875,-3.58400011062622,34.4480018615723,20.9419994354248,14.8993330001831
0,3.32533359527588,509,13,48.5770454406738,169,16.4646663665771,47.0204086303711,714.193603515625,-4.61999988555908,35.015998840332,20.2946662902832,14.3826665878296
1,7.52200031280518,165,1,71.9309539794922,10,18.0093326568604,47.9277572631836,716.726013183594,-1.1360000371933,37.576000213623,7.52200031280518,22.4073333740234
1,8.17666721343994,126,3,35.6608505249023,32,14.7040004730225,39.4844284057617,840.09619140625,0.984000027179718,37.2399978637695,9.83733367919922,21.5559997558594
1,6.08799982070923,169,4,37.765022277832,45,15.289999961853,40.8692398071289,828.066284179688,-1.17599999904633,37.4119987487793,7.52466678619385,18.8040008544922
1,9.10133266448975,167,2,49.3842811584473,47,15.0426664352417,40.6470680236816,841.274780273438,1.84799993038177,37.007999420166,10.4406661987305,21.7240009307861
0,-1.61800003051758,414,11,38.5953826904297,117,17.1736660003662,45.8747367858887,749.017517089844,-9.6879997253418,37.4359970092773,16.3206672668457,10.3453330993652
1,-0.220666721463203,215,9,29.7728157043457,60,14.2766666412354,35.0743598937988,957.912475585938,-7.43200016021729,40.7039985656738,22.5446662902832,15.7553339004517
0,-3.92799997329712,867,14,72.2978515625,58,14.6566667556763,43.7721519470215,676.898254394531,-10.8239994049072,33.484001159668,-3.92799997329712,11.6180000305176
0,14.2186670303345,102,1,56.150318145752,28,14.3559999465942,42.2732620239258,777.806213378906,7.40799999237061,33.9599990844727,29.8819999694824,26.2366676330566
0,2.13933348655701,196,7,25.8398475646973,52,18.308666229248,44.72509765625,831.475524902344,-6.62400007247925,40.9360008239746,21.9646663665771,14.9619998931885
1,5.08666658401489,660,2,87.6340713500977,32,14.510666847229,45.002685546875,683.932373046875,-1.03600001335144,32.2439994812012,5.96733331680298,21.4813327789307
0,1.50399994850159,574,16,58.1684875488281,221,16.6440010070801,50.0902862548828,635.429016113281,-6.90000009536743,33.2280006408691,16.4593334197998,10.7880001068115
0,2.22133326530457,247,8,53.8677024841309,88,17.9290008544922,45.1430130004883,832.408020019531,-6.45599985122681,39.7160034179688,22.0699996948242,15.7666664123535
0,7.9433331489563,368,1,61.2979736328125,74,15.4250001907349,53.7082176208496,514.269653320312,1.13999998569489,28.7200012207031,8.05666637420654,13.716667175293
1,9.66866683959961,89,1,49.4977493286133,19,17.6760005950928,43.8871765136719,832.884399414062,0.407999992370605,40.2760009765625,11.561333656311,22.7953338623047
0,2.41799974441528,275,11,60.9431114196777,110,18.8846664428711,47.4107894897461,796.576721191406,-7.34800004959106,39.8320007324219,21.3106670379639,15.6386661529541
0,2.16799998283386,245,8,27.6207294464111,63,16.7679996490479,43.9412994384766,793.532897949219,-5.74399995803833,38.1599998474121,3.10199999809265,13.6073331832886
1,5.31666660308838,333,8,46.0041007995605,106,15.3223333358765,44.917724609375,727.165222167969,-1.72800004482269,34.1119995117188,22.753999710083,15.8879995346069
1,5.64266633987427,696,2,91.6252365112305,28,12.2403335571289,42.1035118103027,664.434997558594,0.451999992132187,29.07200050354,5.96000003814697,21.1019992828369
1,8.40866661071777,143,1,74.8033065795898,11,15.8266668319702,43.6862831115723,759.821960449219,0.632000029087067,36.2280006408691,9.80266666412354,24.2719993591309
1,3.1506667137146,135,7,23.8950672149658,33,15.9610004425049,41.9717025756836,807.442749023438,-4.71199989318848,38.0279998779297,4.78800010681152,15.7586669921875
1,6.64400005340576,234,6,34.2096328735352,48,17.171667098999,43.288459777832,846.952270507812,-1.40400004386902,39.6679992675781,8.12399959564209,19.6499996185303
1,7.95266675949097,171,1,77.8959121704102,9,15.1700000762939,42.4501914978027,762.519165039062,0.216000005602837,35.7360000610352,9.32800006866455,23.708667755127
0,12.1406669616699,230,1,50.8259887695312,62,17.6683330535889,46.1893043518066,813.274719238281,3.50399994850159,38.2519989013672,31.5573329925537,25.0393333435059
1,7.62333345413208,511,3,78.038818359375,47,16.6830005645752,49.7940559387207,638.034484863281,0.0399999991059303,33.5039978027344,8.22599983215332,19.7620010375977
1,3.41933345794678,243,7,32.611026763916,63,15.5953340530396,42.2408828735352,794.490234375,-3.82399988174438,36.9200019836426,4.55533361434937,15.2106666564941
0,1.08533334732056,217,7,32.7979011535645,59,15.9559993743896,38.8186073303223,930.998962402344,-6.67199993133545,41.1040000915527,18.8713340759277,16.4379997253418
0,3.30399990081787,172,5,46.1436004638672,56,16.1303329467773,39.8240509033203,909.793273925781,-4.83200025558472,40.5040016174316,24.8566665649414,18.8520011901855
0,2.57000017166138,208,7,27.8452301025391,54,17.3269996643066,43.6536331176758,819.060668945312,-5.85599994659424,39.6919975280762,3.82733345031738,14.9660005569458
0,12.5666666030884,148,1,52.5811042785645,39,14.8273334503174,42.1278915405273,803.41650390625,5.23199987411499,35.1960029602051,31.7573337554932,25.1893329620361
0,5.43466663360596,141,3,37.5585708618164,37,17.8290004730225,43.1987800598145,859.353576660156,-3.55599999427795,41.2719993591309,5.43466663360596,19.2239990234375
1,10.8540000915527,305,2,76.7769622802734,29,17.0596656799316,49.3510398864746,670.523010253906,2.99600005149841,34.568000793457,11.6213331222534,23.8299999237061
0,1.81533324718475,517,13,48.3094787597656,172,16.1193332672119,45.4219245910645,738.259033203125,-5.99599981307983,35.4879989624023,19.4340000152588,13.1560001373291
1,5.10799980163574,287,3,75.0143203735352,19,15.0030002593994,44.1524429321289,728.671569824219,-1.48000001907349,33.9799995422363,6.09866666793823,19.8593330383301
0,10.1806669235229,447,2,79.5103073120117,38,13.4919996261597,51.8125953674316,480.993133544922,4.06400012969971,26.0400009155273,10.1806669235229,18.3479995727539
1,5.63533306121826,319,3,78.5424575805664,24,15.1956663131714,45.0802955627441,714.914672851562,-1.02799999713898,33.7080001831055,5.63533306121826,19.8959999084473
0,0.670000076293945,133,5,27.4384765625,36,17.0723342895508,41.4497718811035,870.657470703125,-7.77600002288818,41.1880035400391,21.3286666870117,5.04666709899902
0,11.7840003967285,281,2,48.5994453430176,72,17.4416656494141,46.3430404663086,800.119567871094,3.26799988746643,37.6359977722168,30.9386672973633,24.2413330078125
0,4.15000009536743,350,8,47.511474609375,114,16.7813339233398,46.6148147583008,736.231018066406,-3.63199996948242,36,21.8199996948242,15.2526664733887
1,7.50133323669434,110,1,66.0267486572266,10,16.945333480835,44.2760620117188,778.706481933594,-0.916000008583069,38.2719993591309,7.50133323669434,23.8553333282471
1,6.67133331298828,387,2,82.0955505371094,19,14.8693332672119,46.1264839172363,658.448120117188,-0.0159999988973141,32.2360000610352,7.50933313369751,22.3040008544922
0,6.00133323669434,867,3,86.3187484741211,25,14.2516670227051,44.7153205871582,662.406799316406,0.0240000002086163,31.8719997406006,6.49666690826416,21.3786659240723
1,11.5486660003662,192,2,47.1256217956543,47,15.6259994506836,41.6293678283691,843.8369140625,3.72399997711182,37.5359992980957,13.1639995574951,24.8439998626709
1,7.16000032424927,144,3,40.5714950561523,38,15.1583337783813,39.8400268554688,855.019592285156,-0.167999997735023,38.0480003356934,8.86933326721191,20.6900005340576
1,13.1806659698486,74,0,53.1610527038574,21,17.003999710083,43.1354637145996,853.144714355469,4.41200017929077,39.4200019836426,33.5366668701172,26.8346672058105
1,7.33733320236206,366,2,90.0307998657227,16,14.7849998474121,44.9720153808594,695.907531738281,0.824000000953674,32.8759994506836,8.26666641235352,23.941333770752
1,3.15866661071777,265,7,34.283763885498,69,16.0846672058105,43.8704643249512,774.735290527344,-4.19199991226196,36.6640014648438,4.08400011062622,14.1780004501343
0,8.81799983978271,178,0,83.0421371459961,3,15.7483329772949,46.1503143310547,690.402038574219,2,34.1240005493164,10.6820001602173,25.5939998626709
0,13.1733331680298,370,0,106.67041015625,5,12.8929996490479,62.3332061767578,290.253631591797,6.03599977493286,20.6840000152588,13.4799995422363,19.5906677246094
1,9.35799980163574,116,2,45.6370620727539,28,13.7816667556763,36.2790031433105,899.038024902344,2.29999995231628,37.9879989624023,11.4420003890991,24.1813335418701
0,1.68666660785675,245,8,50.3862724304199,84,17.9753341674805,44.9878196716309,829.205688476562,-6.99599981307983,39.955997467041,21.4873332977295,14.9780006408691
0,-4.5993332862854,679,11,70.8148880004883,64,13.1203336715698,41.9823799133301,673.488464355469,-10.3760004043579,31.2519989013672,-4.5993332862854,10.7826662063599
1,6.26133346557617,486,2,85.1161041259766,25,15.5796670913696,47.0514221191406,666.02880859375,-0.656000018119812,33.1119995117188,7.21733331680298,22.2266674041748
1,8.61066722869873,118,3,36.4656982421875,30,14.4753341674805,38.6668815612793,854.542419433594,1.40400004386902,37.4360008239746,10.3933334350586,22.3999996185303
1,9.67733287811279,111,1,50.6301231384277,25,17.5349998474121,44.3744316101074,820.025817871094,0.903999984264374,39.515998840332,9.67733287811279,22.5066661834717
1,8.33600044250488,95,1,68.7119598388672,10,17.8116664886475,43.8840713500977,831.006652832031,-0.920000016689301,40.5879974365234,10.4246664047241,26.2093334197998
1,2.21399998664856,218,9,51.7851142883301,32,18.8010005950928,47.1392021179199,780.351623535156,-6.77600002288818,39.8840026855469,2.21399998664856,17.3526668548584
0,7.64066648483276,95,1,64.0616226196289,10,16.4603328704834,42.7807807922363,801.957458496094,-0.751999974250793,38.4759979248047,9.38066673278809,24.5646667480469
0,-0.788666903972626,289,13,50.5844993591309,43,17.7293338775635,47.6543731689453,731.684204101562,-8.89200019836426,37.2040023803711,-0.788666903972626,16.8420009613037
0,2.33666658401489,971,6,81.8913421630859,36,13.6079998016357,44.9940490722656,613.939880371094,-3.60400009155273,30.2439994812012,2.46933317184448,16.3806667327881
0,1.75199997425079,199,5,41.9648475646973,61,17.4783344268799,42.8138694763184,873.381652832031,-6.78399991989136,40.8240013122559,22.5319995880127,16.1626663208008
1,7.3013334274292,188,1,80.5932540893555,8,17.7910003662109,47.2110176086426,718.213806152344,-1.62800002098083,37.6839981079102,7.3013334274292,22.2773323059082
0,6.62933349609375,113,3,42.4336051940918,27,16.6996669769287,42.6664962768555,827.2841796875,-1.39199995994568,39.1399993896484,8.32400035858154,19.7266654968262
1,7.78133296966553,121,1,75.4349975585938,7,16.646333694458,43.4040832519531,783.931213378906,-0.927999973297119,38.3520011901855,7.78133296966553,24.2853336334229
1,9.92199993133545,111,1,52.8051452636719,26,17.371000289917,44.1067428588867,824.017822265625,1.26399993896484,39.3839988708496,9.92199993133545,22.7866668701172
1,7.30999994277954,230,5,45.3403396606445,63,13.9819993972778,38.9253883361816,840.717346191406,0.752000033855438,35.9200019836426,8.75,20.2733325958252
1,7.16000032424927,144,3,40.5714950561523,38,15.1583337783813,39.8400268554688,855.019592285156,-0.167999997735023,38.0480003356934,8.86933326721191,20.6900005340576
1,5.2553334236145,174,4,42.484561920166,45,16.7863330841064,43.7873878479004,803.692260742188,-2.76799988746643,38.3360023498535,5.2553334236145,17.4360008239746
0,8.53999996185303,370,1,89.2423400878906,6,13.4890003204346,49.0580444335938,529.687316894531,3.09599995613098,27.496000289917,8.53999996185303,21.326000213623
0,8.46933364868164,280,5,57.8093414306641,101,18.7069988250732,48.2885894775391,792.744506835938,-1.01600003242493,38.7399978637695,27.2526664733887,21.466667175293
0,-0.0679999962449074,220,10,37.2553100585938,68,15.4136667251587,38.0734748840332,899.626037597656,-7.96000003814697,40.484001159668,21.2646675109863,14.8473339080811
1,9.12666702270508,274,4,45.3257484436035,73,15.2943334579468,42.726375579834,797.3544921875,1.8400000333786,35.7960014343262,28.1533336639404,21.1513328552246
0,6.50066661834717,241,4,47.6226806640625,68,13.4506664276123,39.6821632385254,784.282653808594,0.376000016927719,33.8959999084473,7.50666666030884,17.9419994354248
0,-1.70866680145264,441,15,27.7399311065674,103,15.1646661758423,42.3499412536621,763.109130859375,-9.03600025177002,35.8079986572266,-0.630666792392731,9.69266700744629
0,4.1453332901001,439,9,49.0941162109375,144,16.5729999542236,48.2558822631836,681.814575195312,-3.42400002479553,34.3440017700195,20.5073337554932,13.9559993743896
0,2.28333330154419,381,9,47.8580627441406,126,18.5533332824707,46.7008972167969,789.953918457031,-7.10400009155273,39.7280006408691,21.4326667785645,14.2159996032715
0,7.03066682815552,103,2,46.3375968933105,23,16.7520008087158,41.0346870422363,875.301330566406,-1.79999995231628,40.8239974975586,9.2480001449585,21.4519996643066
0,6.44600009918213,260,7,36.2991905212402,88,16.2523326873779,41.6811981201172,855.667419433594,-1.28400003910065,38.992000579834,27.2306671142578,19.1173324584961
0,9.04133319854736,515,0,93.4542999267578,12,15.735333442688,55.2116966247559,462.768615722656,1.89199995994568,28.5,9.32466697692871,19.5499992370605
1,6.40000009536743,232,4,46.0557327270508,75,14.4886665344238,41.1049346923828,798.323425292969,-0.316000014543533,35.2480010986328,7.30466651916504,17.6180000305176
0,1.50999987125397,228,6,44.5686378479004,71,18.2530002593994,44.264720916748,865.749938964844,-7.47599983215332,41.2360000610352,22.1453323364258,15.7193326950073
0,3.95533323287964,613,10,45.5861396789551,219,16.3656673431396,47.2449951171875,687.50634765625,-4.09200000762939,34.6399993896484,20.576000213623,13.4433326721191
0,12.1753330230713,165,2,48.5565032958984,41,15.7836675643921,41.4356460571289,854.795043945312,4.2039999961853,38.0920028686523,13.9546661376953,25.8920001983643
1,5.81933307647705,265,5,44.2740669250488,81,14.8066663742065,42.4065399169922,778.923583984375,-0.871999979019165,34.9160003662109,6.53866672515869,16.445333480835
1,5.53399991989136,331,7,45.0127792358398,99,13.5853338241577,42.3271865844727,711.034606933594,-0.787999987602234,32.0960006713867,22.4986667633057,15.7666664123535
1,5.8513331413269,295,2,76.7858352661133,19,14.6259994506836,45.5411643981934,663.570556640625,-0.564000010490417,32.1160011291504,6.49733352661133,21.4613342285156
1,3.33266663551331,155,5,33.6280632019043,42,19.2999992370605,44.9925422668457,861.661315917969,-6.21999979019165,42.8959999084473,5.0426664352417,16.8766670227051
0,12.0380001068115,209,3,50.5912437438965,60,16.0656661987305,43.5903701782227,817.213439941406,4.07600021362305,36.8559989929199,31.3886661529541,25.2006664276123
0,5.72399997711182,304,2,77.4083099365234,19,14.5906667709351,45.2003288269043,672.160827636719,-0.656000018119812,32.2799987792969,6.3546667098999,21.5400009155273
1,5.46733331680298,285,2,77.2230453491211,18,14.3383331298828,44.2923927307129,682.697998046875,-0.815999984741211,32.3720016479492,6.24200010299683,21.6319999694824
1,7.6026668548584,346,1,94.7519302368164,12,14.8086671829224,42.9535522460938,743.734436035156,0.467999994754791,34.476001739502,8.84800052642822,25.4519996643066
1,6.30066680908203,218,4,47.0793304443359,62,13.0543327331543,37.786075592041,811.51025390625,0.228000000119209,34.5480003356934,7.59066677093506,18.6660003662109
1,6.14599990844727,254,6,36.0816802978516,58,16.0623340606689,42.0259895324707,840.2021484375,-1.21599996089935,38.2200012207031,7.47933340072632,18.7880001068115
0,6.34533357620239,432,8,48.6213417053223,136,17.8600006103516,49.4956207275391,698.303344726562,-2.20000004768372,36.0839996337891,23.1473331451416,16.4966659545898
1,7.46666669845581,257,3,46.3385810852051,76,13.1370000839233,39.5597457885742,772.354858398438,1.31200003623962,33.2080001831055,8.26133346557617,18.2819995880127
1,11.0080003738403,153,1,51.2503318786621,43,13.7543334960938,39.6744384765625,806.683654785156,4.41599988937378,34.6679992675781,30.3080005645752,23.2940006256104
1,8.58800029754639,154,2,48.1324920654297,42,15.474666595459,41.0338020324707,848.139404296875,1.05599999427795,37.7119979858398,10.0006666183472,21.3226661682129
0,14.1359996795654,88,0,53.746883392334,22,16.681999206543,45.5543441772461,781.418151855469,5.86800003051758,36.6199989318848,29.6940002441406,26.3233337402344
1,6.91933345794678,153,4,29.1115627288818,37,17.3673324584961,43.155086517334,862.876037597656,-1.25199997425079,40.2439994812012,8.47799968719482,20.2479991912842
0,13.0393333435059,304,1,89.0634307861328,12,13.3359994888306,57.4926719665527,369.462554931641,6.38000011444092,23.1959991455078,13.0393333435059,21.0493335723877
0,6.65999984741211,370,2,84.4174118041992,21,15.6046667098999,46.1840476989746,681.997497558594,-0.448000013828278,33.7880020141602,6.65999984741211,22.945333480835
1,4.21733331680298,327,4,75.3503189086914,28,14.1829996109009,43.357177734375,707.851196289062,-1.88800001144409,32.7119979858398,4.21733331680298,18.4593334197998
1,4.01266670227051,285,6,41.8519287109375,84,13.4613332748413,39.9730758666992,765.83740234375,-2.2720000743866,33.6759986877441,4.67733335494995,14.3606672286987
0,13.4333333969116,107,1,68.3199920654297,15,15.3313331604004,47.3423080444336,655.014892578125,5.92399978637695,32.3839988708496,13.4333333969116,26.5620002746582
1,7.20533323287964,148,3,44.2359390258789,40,14.8813333511353,39.0422210693359,870.167785644531,-0.0480000004172325,38.1160011291504,9.03733348846436,21.0306663513184
1,9.33399963378906,97,1,71.5724639892578,8,16.5820007324219,43.1688041687012,796.462646484375,0.708000004291534,38.4119987487793,9.33399963378906,26.2306671142578
0,8.68533325195312,262,1,79.4892578125,10,14.6946668624878,47.9528350830078,598.710205078125,2.61199998855591,30.6440010070801,10.2306661605835,23.1573333740234
0,8.81933307647705,217,1,52.8976135253906,34,18.2536659240723,47.9350509643555,751.749328613281,0.275999993085861,38.0799980163574,8.81933307647705,20.1833324432373
1,7.71933317184448,225,2,68.1751937866211,18,17.1946659088135,46.0291976928711,751.034118652344,-0.38400000333786,37.3559989929199,9.06733322143555,23.2393341064453
0,12.4626665115356,125,1,48.9056053161621,27,14.235333442688,38.0339126586914,891.958923339844,5.38400030136108,37.4280014038086,14.4540004730225,27.017333984375
1,9.24866676330566,199,2,48.8304328918457,55,13.1046667098999,38.5885353088379,801.260192871094,3.00799989700317,33.9599990844727,28.4153327941895,21.2180004119873
