,lon,lat
Xantusia vigilis,-117.7715,34.446167
Xantusia vigilis,-118.0148375,34.31511065
Xantusia vigilis,-115.1826,34.6154
Xantusia vigilis,-114.0669588,36.74747645
Xantusia vigilis,-117.033172,35.0270283
Xantusia vigilis,-115.242709,36.13985
Xantusia vigilis,-116.3137226,36.41905263
Xantusia vigilis,-116.0651086,34.95814275
Xantusia vigilis,-118.34881,35.01839
Xantusia vigilis,-117.40487,35.99034
Xantusia vigilis,-114.85,36.7833
Xantusia vigilis,-117.40484,35.99031
Xantusia vigilis,-118.01891,34.52089
Xantusia vigilis,-116.4551,32.98995
Xantusia vigilis,-117.949722,35.325
Xantusia vigilis,-118.1366442,34.6953494
Xantusia vigilis,-117.1829497,34.65170524
Xantusia vigilis,-113.3833,33.8167
Xantusia vigilis,-115.6784973,34.74590495
Xantusia vigilis,-118.1215039,34.60525495
Xantusia vigilis,-118.0595825,35.55713036
Xantusia vigilis,-117.08325,34.53391
Xantusia vigilis,-115.456578,36.354777
Xantusia vigilis,-115.40489,35.171164
Xantusia vigilis,-118.216586,34.674208
Xantusia vigilis,-116.0091548,36.64909539
Xantusia vigilis,-117.687365,34.615817
Xantusia vigilis,-115.5486749,35.31522901
Xantusia vigilis,-118.14861,35.10902
Xantusia vigilis,-118.5333,37.3333
Xantusia vigilis,-117.9303,35.734833
Xantusia vigilis,-117.825048,34.690651
Xantusia vigilis,-115.220231,35.892381
Xantusia vigilis,-115.516029,36.27142767
Xantusia vigilis,-118.341735,35.002118
Xantusia vigilis,-117.61622,35.37233
Xantusia vigilis,-118.1439252,34.48563305
Xantusia vigilis,-114.1167,35.1333
Xantusia vigilis,-115.96941,35.7916
Xantusia vigilis,-115.409513,36.304571
Xantusia vigilis,-116.4263748,34.73527019
Xantusia vigilis,-117.46829,34.92186
Xantusia vigilis,-118.28189,35.11603617
Xantusia vigilis,-115.137255,36.107812
Xantusia vigilis,-111.50116,37.261588
Xantusia vigilis,-115.03436,34.84476
Xantusia vigilis,-115.288,36.439861
Xantusia vigilis,-118.406,34.5164
Xantusia vigilis,-117.5500987,34.50660863
Xantusia vigilis,-115.453048,36.07967
Xantusia vigilis,-115.078472,36.696944
Xantusia vigilis,-118.8936635,34.87453919
Xantusia vigilis,-118.19405,37.24328
Xantusia vigilis,-118.1417529,35.04099214
Xantusia vigilis,-115.206309,36.033383
Xantusia vigilis,-118.2448504,35.05130114
Xantusia vigilis,-118.1610071,35.00979383
Xantusia vigilis,-117.78047,34.699364
Xantusia vigilis,-117.635238,34.60484
Xantusia vigilis,-116.301856,36.372653
Xantusia vigilis,-115.208146,36.144533
Xantusia vigilis,-117.985712,35.643878
Xantusia vigilis,-118.44994,34.777028
Xantusia vigilis,-115.167278,36.496861
Xantusia vigilis,-115.737972,36.395802
Xantusia vigilis,-117.42348,33.35435
Xantusia vigilis,-119.4659436,34.88328481
Xantusia vigilis,-118.245838,34.590741
Xantusia vigilis,-118.3522,37.49185
Xantusia vigilis,-113.8095,32.2245
Xantusia vigilis,-114.2055382,33.21111715
Xantusia vigilis,-117.9412,35.6062
Xantusia vigilis,-117.3950709,34.58281463
Xantusia vigilis,-118.4663,35.7031
Xantusia vigilis,-115.405609,36.051031
Xantusia vigilis,-117.23336,34.532333
Xantusia vigilis,-118.0550769,35.691048
Xantusia vigilis,-115.176281,36.151611
Xantusia vigilis,-115.53147,35.47143
Xantusia vigilis,-115.183555,34.611105
Xantusia vigilis,-118.0047414,35.66854493
Xantusia vigilis,-117.1251765,34.47373146
