"","lon","lat"
"333",-116.342287272093,33.1110063908875
"334",-118.164411010876,34.9030096374946
"336",-115.999644,36.659242
"337",-117.333027107089,34.7438437236902
"339",-115.50444,36.16361
"340",-115.781854,34.556729
"341",-113.957462,36.415744
"342",-118.235775,35.432887
"343",-121.193157,36.505329
"344",-118.422635691361,35.1609949807967
"345",-115.233493681167,37.5315511753316
"347",-115.137194,36.513
"348",-110.57433,37.9070799990852
"349",-118.827388225681,35.4584443328766
"350",-117.655727,34.799884
"351",-114.91765,36.11499
"352",-120.783625,36.662739
"353",-115.449006,36.087634
"354",-117.399733,34.51795
"356",-118.009609823413,35.6010396021302
"357",-110.031131,37.599792
"358",-117.5667,34.4167
"359",-116.517751067407,33.0831160628591
"360",-115.287802669901,35.210235445226
"361",-117.31290827367,34.5103631658216
"364",-115.275418,35.694961
"365",-117.102667,34.435
"366",-118.01879,34.52107
"367",-117.750879,34.72147
"368",-117.990664,34.772119
"370",-117.6942,34.555874
"371",-118.23043,34.701956
"372",-117.725711147026,34.3440898600228
"373",-117.74178,34.549188
"374",-114.806145454224,37.5522137106539
"375",-115.088067,36.696117
"376",-114.157357,37.051735
"377",-118.017571639794,35.6596100636469
"378",-115.481438,36.485351
"379",-115.686167,35.122833
"380",-110.6372,37.4835
"381",-115.254639,36.203483
"382",-115.86283,35.777
"383",-118.487585160563,35.714557281256
"384",-117.851166213276,34.6555644841363
"385",-117.717166985394,34.5449184206966
"386",-118.868341401612,34.6372867753457
"387",-118.444359922045,35.784456837963
"388",-115.209427,36.031854
"389",-118.01248,34.33259
"390",-115.08655,35.514089
"391",-117.870788,34.732012
"392",-118.44366,37.53207
"393",-118.79561588007,34.7461433448907
"394",-117.007386,35.079083
"395",-118.131481595941,36.0539994253077
"396",-118.223727101164,37.4019083378756
"397",-118.50679,34.6857
"398",-115.111549,36.158858
"400",-119.443825142826,34.7902564766997
"401",-117.66600644586,37.2794391890626
"402",-114.8667,37.55
"403",-116.82171238342,35.5421465023408
"404",-116.017284669106,36.616586087217
"405",-117.613970395704,34.4261723800864
"406",-121.197539750317,36.4523766122289
"407",-116.04734629592,36.7003639392163
"408",-117.660033720563,34.4519093556154
"409",-115.563699,36.408261
"410",-117.762523,34.770737
"412",-117.649198,34.676172
"413",-115.141696,36.053822
"414",-118.414676440776,34.7750512845268
"415",-118.1667,35.05
"418",-118.111713460837,34.58133666678
"419",-118.214,37.4028
"421",-115.055369,35.510092
"424",-115.244472,36.450694
"425",-118.432429456183,37.4375579871708
"426",-117.143621215205,34.6960563170568
"427",-117.691295,34.696052
"430",-113.976999,37.007728
"432",-118.031830505598,33.9774819676882
"433",-118.294444,35.1
"436",-118.1667,35.23333
"437",-117.036605114454,35.0292452156147
"438",-117.254969947728,34.4126492313504
"439",-117.601187,34.777291
"440",-117.88715,35.3598299991092
"442",-118.798913900668,35.4889217569336
"443",-116.185713,36.002475
"445",-118.295442,35.687369
"447",-115.340186,36.202528
"448",-118.113638823499,35.7470441715997
"449",-114.3333,35.0333
"451",-115.08729,36.096608
"453",-120.792526870895,36.6475800647564
"454",-114.700305,35.170497
"455",-117.805902,34.748388
"456",-115.615593028057,35.4646467612163
"457",-118.456011970915,35.5806589018325
"458",-115.79009,35.4016599991087
"459",-115.100844198881,36.1000786012125
"460",-115.472861,36.129192
"461",-117.333934468169,34.5803441211165
"462",-116.29992,33.1347699991359
"463",-116.455,32.9899999991379
"464",-120.845378,36.730939
"465",-118.433132,34.870721
"466",-115.508695650741,34.9813598890555
"467",-114.786582,35.173804
"468",-115.59353,35.472589999108
"471",-118.718198,34.665618
"472",-117.777226,34.78888
"473",-117.824821,34.690159
"475",-118.711712332727,34.5907311622071
"477",-114.007486,37.109834
"478",-117.002230445289,34.4494219624044
"479",-116.838024,34.906778
"480",-117.181205,34.420874
"481",-114.054736,37.087445
"482",-117.332007517368,34.4905785724706
"483",-117.887790411179,35.3597636383493
"485",-115.200223,36.159739
"488",-116.881812494908,34.4345651912422
"490",-118.526567,34.7742
"491",-118.558719,34.783806
"492",-118.185500583722,34.6224890290668
"493",-115.84325,35.77083
"495",-118.50546,34.68459
"496",-117.333938468262,34.5803441210888
"497",-118.5833,35.5667
"498",-117.878949,34.490085
"499",-117.52,34.34
"500",-115.270464,36.020234
"501",-115.082451649454,35.5985669997713
"502",-117.292802695439,34.4992706064588
"503",-115.432665,35.990121
"504",-114.145369,37.179121
"506",-118.091179,34.52443
"507",-116.47445,33.054909999137
"509",-118.172522082577,35.082554827744
"510",-118.731339653422,35.4254978794298
"511",-118.17396,35.12463
"512",-113.556533,36.947783
"516",-114.0333,33.4167
"518",-118.435392009459,35.7200245225502
"520",-115.160333,36.520444
"521",-115.197611,35.708214
"524",-117.61975,34.761737
"525",-114.891621,36.381087
"526",-114.1667,33.0333
"527",-118.5605,35.5781
"528",-114.989696,36.446223
"529",-118.202029586227,35.5349768986882
"530",-118.79787792174,35.4930536584328
"532",-118.007173423518,35.6620150776684
"533",-118.2402,35.4656
"535",-115.450595811054,36.1199317403017
"536",-116.184953,36.002056
"537",-115.0399,34.9124
"538",-117.30462371409,34.5730585211886
"539",-117.995789339194,36.6746395476137
"540",-117.835747,34.458125
"541",-118.017076696448,34.3281302716693
"543",-117.002760822165,34.9803297355203
"545",-118.450837,34.77617
"546",-117.95074,35.19853
"547",-115.147472,36.423694
"548",-114.25,35.5833
"549",-114.79573,37.616825
"550",-115.141194,36.447667
"551",-110.6167,37.8833
"552",-120.7823,36.658
"553",-115.516567,35.252167
"554",-118.066417,34.481525
"555",-117.632543,34.399812
"557",-117.290278,34.536111
"558",-118.1704,35.7208
"559",-120.764065349707,36.6583270294933
"560",-117.299149513734,34.5658067555193
"561",-115.056047,35.511377
"564",-117.948120073991,34.5211204552221
"566",-113.8167,35.05
"567",-114.035536046805,33.4158123095029
"568",-115.30975,36.499111
"569",-113.4833,34.4833
"570",-114.010618,37.183321
"572",-117.408416290881,34.3914507544463
"573",-118.802131489402,35.6276451901545
"575",-117.901113,34.456125
"576",-113.88584,37.0659999990923
"577",-117.785228,34.604091
"578",-118.407530012755,34.7497870153981
"579",-117.066344334945,36.2164471362633
"580",-118.406682,35.755767
"582",-118.159635894589,34.9979221521774
"584",-117.9581,35.6253
"585",-118.263030416872,35.1054915793058
"586",-117.584117,36.558756
"587",-118.595124103676,35.5725800988495
"589",-118.314001961581,35.0456077926068
"591",-116.56488,33.0775299991367
"592",-118.830332393188,36.7175463648309
"593",-117.403396529537,34.4267588218123
"594",-114.35312500323,36.6722662426298
"595",-117.686130578259,34.3782311950179
"597",-118.307311521301,34.4415191118318
"599",-115.50253,35.2331299991106
"600",-115.064464,35.533458
"601",-115.584165,35.41665
"602",-116.027962,36.45693
"603",-121.154010854601,36.4600297656987
"604",-117.753048,34.555212
"606",-118.37029795826,34.5378320289776
"607",-115.57891,34.92151
"609",-115.143489,36.107716
"610",-118.4876,37.66303
"612",-115.341449679606,35.7788307843923
"613",-118.038992770966,34.5799162166732
"614",-115.224055,36.203092
"615",-117.30944,34.5290799991186
"616",-117.8523298435,34.4207938695779
"617",-115.54913,35.470699999108
"618",-117.088501631466,34.4674538792702
"619",-117.23713,34.418659
"620",-118.394858243989,35.085007175972
"621",-118.208381353463,35.1244034727178
"622",-117.088899364825,36.1699750968846
"623",-114.213027879682,36.3112155559958
"624",-118.068988724859,34.3118723585666
"625",-114.05315,35.18937
"626",-114.1,35.85
"627",-118.085552509693,35.0291748526596
"628",-117.929032788135,34.4381828571531
"629",-118.199865,36.055236
"630",-115.112139,36.375667
"631",-118.505421,34.724389
"632",-115.6479,34.8199
"634",-118.102672,34.78845
"635",-118.858889,35.613889
"636",-115.733667936819,34.9769694929259
"637",-118.449653671003,35.8415473708034
"638",-115.1869,35.6975
"639",-118.5,35.9167
"640",-118.5,35.6167
"641",-113.9,34.6833
"645",-115.372745520001,36.2714286548007
"646",-114.177825,37.006667
"647",-118.484236,34.774379
"648",-118.87559529835,34.8018692686088
"649",-117.665935,34.656991
"651",-115.184242,34.608458
"654",-113.799335002873,32.2034287639687
"655",-113.9292,36.6247
"656",-117.569729,34.408638
"657",-117.9631,35.629233
"658",-117.910537644363,34.5638645541723
"660",-117.304847,34.489425
"661",-114.197275,37.002493
"662",-118.309227156826,37.404717635826
"664",-117.988448191294,35.4011518554659
"665",-115.370314,36.039917
"667",-117.970167069903,35.3356516732706
"668",-113.1233,34.6243
"669",-118.213141855449,35.2557040093361
"670",-118.1333,36.0167
"671",-118.148889,34.645833
"672",-116.738367,35.513578
"673",-119.420184355101,34.7668282821031
"674",-115.076254,36.037645
"675",-117.84831,34.6003099991177
"676",-118.203165145986,35.1161827256652
"677",-117.398027,33.94678
"678",-117.905929922644,34.5036372276058
"679",-117.350098065355,34.8964695370637
"681",-118.863172414111,34.8397503394427
"682",-121.175,36.466667
"683",-115.145884991507,35.7786421122139
"684",-114.012816,37.105413
"685",-117.9,34.45
"687",-117.19268,34.5022799991189
"688",-117.1317,34.7326
"689",-117.697636,35.007144
"691",-118.099887,35.848417
"693",-116.726265318917,36.2202574565164
"694",-116.065,34.958
"698",-117.984855024967,34.531307920019
"699",-114.930892556905,37.0024148459086
"700",-117.0204,34.401
"701",-115.544839,36.418433
"702",-118.024894,34.531647
"703",-117.465991023165,34.9218780547223
"704",-117.995567,35.374871
"705",-118.615215,34.987625
"706",-116.04333,37.06889
"708",-115.658806277938,34.7859570201036
"710",-115.06681,36.114884
"711",-113.326806,34.537
"712",-117.657222,35.368611
"713",-115.456357,36.159545
"714",-117.974267,35.364988
"716",-117.991363884985,35.6462255898315
"717",-113.6833,34.6833
"720",-118.469895704307,34.7744729072006
"721",-116.271537,36.401239
"722",-117.83568,34.29079
"723",-115.525873,35.268297
"725",-117.810513,34.709389
"726",-118.114189,34.659802
"727",-118.118133,35.126343
"728",-119.420244356253,34.766808282209
"730",-116.809176562149,34.7105852299412
"731",-113.872498,37.072701
"732",-115.118889,36.530889
"733",-117.487267468509,34.4264802495957
"734",-115.754593483494,35.1823530207175
"735",-114.958139,36.206689
"736",-115.583846227324,35.5587756086461
"737",-117.069982736908,35.013868387504
"738",-116.313619634468,36.41901863091
"739",-113.773667,34.451333
"740",-117.853532122081,34.4454861841119
"741",-116.0594,35.8841
"742",-122.15576,37.21318
"743",-117.862453223978,34.6311900642805
"744",-118.365871887979,35.114546606291
"745",-117.033170676347,34.8964717381691
"746",-117.03255,34.8965199991143
"747",-117.540259694956,34.4265218815551
"748",-114.160091,37.183743
"750",-116.178437,36.0075
"752",-117.51779,34.90269
"753",-117.253680619433,34.4825573314099
"755",-117.664654,35.789705
"756",-113.30719,34.48658
"757",-116.962736827029,34.6788780251645
"758",-120.5967,36.4855
"759",-118.452808660304,35.8338975389269
"760",-118.3194,35.047
"761",-118.243321369401,35.61134765936
"763",-118.1667,35.9333
"764",-114.683333,35.166667
"765",-114.745503,35.261211
"767",-115.371754,36.179483
"768",-117.554862401784,34.4630647807542
"770",-117.829766206056,34.6055319882243
"771",-117.832559254006,34.5059896761375
"772",-117.397415370513,34.424721918863
"773",-119.471594,34.834848
"775",-118.052865,35.947789
"776",-115.85587,35.76888
"777",-117.71915,34.486883
"778",-118.23722513855,35.0408474657739
"780",-117.625188,34.756861
"781",-118.119536325425,34.5506394474544
"782",-118.3275,34.9564
"783",-115.377045,34.651285
"785",-116.933971075896,34.3709055750394
"786",-115.85477,35.77072
"787",-117.021872,34.799394
"788",-115.091947,36.115309
"790",-117.729931,34.629855
"791",-113.994129,37.118721
"793",-115.480208103655,36.271427917349
"794",-118.17386,35.09577
"795",-115.30675,36.589944
"796",-118.040479,34.580011
"798",-118.680898520288,35.2427669836713
"799",-120.836796723745,36.5506920418944
"800",-118.853310583564,34.6874145211087
"802",-117.947241,34.723422
"804",-114.1833,35.4667
"805",-117.101373608591,35.0273278160384
"806",-117.410125707709,34.5281390101953
"807",-115.185593,36.52336
"808",-117.250333,34.373333
"809",-117.030615274514,34.3660760467644
"810",-113.675711,35.366503
"811",-118.220639,35.397139
"812",-117.7715,34.446167
"813",-118.014837512908,34.3151106472165
"814",-115.1826,34.6154
"815",-114.066958794098,36.7474764519454
"816",-117.033172011446,35.0270282976019
"817",-115.242709,36.13985
"819",-116.313722637293,36.4190526293838
"820",-116.06510857952,34.9581427462138
"822",-118.34881,35.01839
"824",-117.40487,35.99034
"825",-114.85,36.7833
"827",-117.40484,35.99031
"828",-118.01891,34.52089
"829",-116.4551,32.9899499991379
"830",-117.949722,35.325
"831",-118.136644211227,34.6953494017962
"832",-117.182949681576,34.6517052378749
"834",-113.3833,33.8167
"835",-115.678497349629,34.7459049500045
"836",-118.121503932476,34.6052549478779
"837",-118.059582514166,35.5571303582525
"839",-117.08325,34.5339099991185
"840",-115.456578,36.354777
"841",-115.40489,35.171164
"842",-118.216586,34.674208
"843",-116.009154824709,36.6490953910548
"844",-117.687365,34.615817
"845",-115.548674928126,35.315229005462
"846",-118.14861,35.10902
"847",-118.5333,37.3333
"848",-117.9303,35.734833
"849",-117.825048,34.690651
"850",-115.220231,35.892381
"851",-115.516028964297,36.2714276711137
"852",-118.341735,35.002118
"854",-117.61622,35.372329999109
"855",-118.14392521968,34.485633051464
"856",-114.1167,35.1333
"857",-115.96941,35.7916
"858",-115.409513,36.304571
"859",-116.426374848962,34.7352701858646
"860",-117.46829,34.921859999114
"862",-118.281889964166,35.1160361676078
"863",-115.137255,36.107812
"864",-111.50116,37.261588
"865",-115.03436,34.8447599991149
"866",-115.288,36.439861
"867",-118.406,34.5164
"868",-117.550098732149,34.5066086257931
"869",-115.453048,36.07967
"870",-115.078472,36.696944
"871",-118.893663480706,34.8745391870559
"873",-118.19405,37.24328
"874",-118.141752933611,35.0409921415367
"875",-115.206309,36.033383
"876",-118.244850424841,35.0513011356353
"877",-118.161007050909,35.0097938284691
"878",-117.78047,34.699364
"879",-117.635238,34.60484
"880",-116.301856,36.372653
"881",-115.208146,36.144533
"882",-117.985712,35.643878
"883",-118.44994,34.777028
"884",-115.167278,36.496861
"885",-115.737972,36.395802
"886",-117.42348,33.3543499991331
"887",-119.465943641586,34.8832848087793
"888",-118.245838,34.590741
"890",-118.3522,37.49185
"891",-113.8095,32.2245
"892",-114.205538248997,33.2111171517157
"894",-117.9412,35.6062
"895",-117.395070911823,34.5828146308622
"897",-118.4663,35.7031
"898",-115.405609,36.051031
"900",-117.23336,34.532333
"901",-118.055076852915,35.6910480013089
"902",-115.176281,36.151611
"903",-115.53147,35.471429999108
"904",-115.183555,34.611105
"905",-118.004741437308,35.6685449304173
"907",-117.125176546659,34.4737314563206
