"bclim1","bclim10","bclim11","bclim12","bclim13","bclim14","bclim15","bclim16","bclim17","bclim18","bclim19","bclim2","bclim3","bclim4","bclim5","bclim6","bclim7","bclim8","bclim9"
20.2495002746582,30.2700004577637,10.8726673126221,109,18,0,48.8525657653809,41,7,30,35,18.2089996337891,45.7558517456055,798.077697753906,41.3640022277832,1.567999958992,39.7960014343262,29.8733329772949,23.5193328857422
16.4861660003662,27.466667175293,6.24333333969116,235,32,6,37.7721366882324,89,30,47,75,15.7803335189819,40.7297477722168,867.80029296875,37.8680000305176,-0.875999987125397,38.7439994812012,7.96400022506714,20.0693340301514
16.7740001678467,27.5873336791992,6.6560001373291,117,15,4,29.1816024780273,36,19,31,31,17.2613334655762,42.8235931396484,854.426391601562,38.4360008239746,-1.87199997901917,40.3080024719238,26.9166679382324,20.554666519165
17.7644996643066,28.013334274292,8.40266704559326,210,33,3,48.4297561645508,75,18,58,67,14.1450004577637,40.2807846069336,809.900390625,37.0480003356934,1.932000041008,35.1160011291504,9.60333347320557,20.6146678924561
16.234167098999,26.9246673583984,6.2553334236145,128,17,4,32.3478317260742,40,19,35,37,16.8863334655762,42.6078262329102,844.370178222656,37.6800003051758,-1.95199990272522,39.6319999694824,26.3159999847412,19.8553333282471
15.5900001525879,24.9686660766602,7.03599977493286,305,46,2,56.2975196838379,131,26,44,131,16.92799949646,46.5361785888672,743.393005371094,35.7840003967285,-0.592000007629395,36.3759994506836,7.03599977493286,22.3080005645752
19.3075008392334,30.4853324890137,8.80200004577637,161,21,4,37.6985626220703,58,19,36,49,16.0216655731201,40.4424133300781,890.007629394531,40.8199996948242,1.2039999961853,39.6160011291504,10.5813331604004,22.9773330688477
18.2396659851074,27.7733325958252,9.49399948120117,349,55,5,48.0550804138184,123,26,95,106,17.28733253479,46.8948936462402,761.398315429688,38.1240005493164,1.25999999046326,36.8640022277832,27.7393341064453,20.7013339996338
16.8161678314209,27.4946670532227,6.94066667556763,244,33,6,37.2505912780762,85,31,57,73,15.5423336029053,40.9871673583984,850.582946777344,37.7000007629395,-0.219999998807907,37.9200019836426,8.21199989318848,19.5313339233398
18.8571662902832,29.9179992675781,8.50600051879883,113,15,3,36.0266571044922,40,15,28,34,14.9490003585815,38.8326072692871,873.809692382812,39.431999206543,0.935999989509583,38.4959983825684,10.4626665115356,22.792667388916
14.6468334197998,24.8586673736572,5.53666687011719,251,38,5,44.5128288269043,86,27,77,81,14.8050003051758,41.723030090332,798.004028320312,34.3040008544922,-1.17999994754791,35.484001159668,6.42866659164429,16.6286659240723
16.8875007629395,26.6673336029053,7.88066673278809,150,28,1,72.4743041992188,77,8,13,73,16.3756656646729,43.9308547973633,774.195373535156,37.1160011291504,-0.159999996423721,37.2760009765625,9.36666679382324,24.1046676635742
17.1956672668457,27.3199996948242,7.78200006484985,86,16,1,65.3872375488281,41,4,8,41,16.8819999694824,43.3049468994141,801.667419433594,38.1160011291504,-0.867999970912933,38.984001159668,8.27333354949951,24.7613334655762
15.775333404541,24.7873344421387,7.65199995040894,295,59,2,89.1257934570312,163,9,15,161,15.1353330612183,44.7103080749512,710.196594238281,34.5279998779297,0.675999999046326,33.8520011901855,8.77000045776367,24.6760005950928
12.4388332366943,21.9446678161621,3.82333326339722,263,43,4,61.583610534668,120,22,30,119,15.4183330535889,44.0020942687988,750.690307617188,32.2080001831055,-2.83200001716614,35.0400009155273,4.79733324050903,19.2013339996338
17.6113338470459,27.9046669006348,8.16866683959961,192,31,3,46.5209922790527,66,19,62,64,14.8693332672119,41.2487030029297,817.286743164062,37.1720008850098,1.12399995326996,36.0480003356934,9.26733303070068,19.9866676330566
15.0678329467773,25.3159999847412,5.43333339691162,185,34,3,65.6296310424805,89,17,20,87,16.193000793457,42.4344863891602,814.27294921875,35.7639999389648,-2.39599990844727,38.1599998474121,7.24600028991699,22.826000213623
16.1084995269775,25.410665512085,7.51933336257935,208,35,2,66.4524459838867,100,13,15,95,17.4850006103516,46.8164291381836,738.651245117188,36.6319999694824,-0.716000020503998,37.3479995727539,8.85799980163574,22.8186664581299
13.456000328064,23.3553333282471,4.36199998855591,188,31,4,55.0702018737793,83,21,27,83,16.2333335876465,43.6661643981934,782.546447753906,33.8759994506836,-3.29999995231628,37.1759986877441,5.739333152771,20.7486667633057
14.2390003204346,24.3133335113525,5.07999992370605,148,23,4,44.1201858520508,60,19,29,58,15.2333335876465,41.8222389221191,793.617065429688,34.560001373291,-1.8639999628067,36.423999786377,6.42799997329712,17.0946655273438
16.1481666564941,26.6346664428711,6.47800016403198,255,33,6,36.7693786621094,88,31,60,77,16.1096668243408,42.3938598632812,834.868591308594,37.1119995117188,-0.888000011444092,38,7.68200016021729,18.7919998168945
16.5389995574951,25.5646667480469,8.24466609954834,273,44,1,60.0344047546387,123,21,33,123,17.5200004577637,48.2113342285156,719.744873046875,36.6640014648438,0.324000000953674,36.3400001525879,8.24466609954834,22.9326667785645
17.6096668243408,26.5399990081787,9.58199977874756,244,36,1,53.6446838378906,101,19,56,101,16.4780006408691,47.4925079345703,707.100463867188,36.8759994506836,2.1800000667572,34.6959991455078,9.58199977874756,19.6100006103516
15.1686668395996,25.935998916626,5.13733339309692,148,19,4,35.0810737609863,47,21,40,47,17.0566673278809,42.5777969360352,849.619079589844,36.9280014038086,-3.13199996948242,40.060001373291,6.93599987030029,18.7146663665771
